Id,Triple,Label
965,32023 qb 32025,1
966,5031 sovereigntyType 19182,1
967,360 adminTeam 2006,1
968,10704 champions 3687,0
969,2058 listing 23608,0
970,23433 hometown 24009,1
971,12944 notableCommanders 12945,1
972,24707 mostSuccessfulClub 10376,0
973,37320 borough 40558,0
974,39272 stat1label 24809,0
975,5610 winners 5611,1
976,38939 southeast 38520,0
977,17355 fossilRange 17356,1
978,1908 shireDistrict 4013,0
979,32690 poll1title 1436,1
980,4616 namedFor 36358,0
981,35353 iptvServ 13503,0
982,7285 nameEtymology 28547,0
983,9055 cricketFormat 8816,1
984,2853 tvstation 25226,0
985,42849 sisterNames 9885,0
986,10632 bowl 37315,0
987,40808 continentalcup3Qualifiers 27741,0
988,41390 afterElection 14939,0
989,31017 playerTeam 38572,0
990,13504 combatant 13505,1
991,2335 owned 31075,0
992,17878 founder 32435,0
993,18119 receiver 23206,0
994,295 assocCoach 9905,1
995,42392 ruPosition 7003,1
996,30230 discoverer 30231,1
997,26288 postseason 26210,0
998,41066 province 6146,1
999,43945 generalmanager 27718,0
1000,18043 combatant 23077,0
1001,40981 southeast 40050,0
1002,6703 parentPeak 25931,0
1003,1894 prevteam 22395,0
1004,39055 motm 39069,1
1005,36884 same 30760,1
1006,9496 fedgov 37006,0
1007,3398 semifinal 33059,1
1008,30102 next 14560,0
1009,13568 script 16379,1
1010,23513 tvannouncers 9002,1
1011,18273 artists 23794,0
1012,5476 founded 32586,0
1013,42651 arrondissement 17569,0
1014,23361 blank2NameSec 26513,1
1015,35339 chairman 35341,1
1016,9691 cooffCoach 35618,0
1017,43218 promoted 43219,1
1018,9675 fmff 4059,1
1019,33930 hometown 10446,0
1020,7862 stadsurface 35807,0
1021,22993 iptvServ 7883,1
1022,37905 promoted 7290,0
1023,13064 hostCity 12298,1
1024,25016 replaced 43729,0
1025,33828 commander 7545,1
1026,2477 southwest 2476,1
1027,5476 founded 21410,1
1028,40387 text 40395,1
1029,10148 dipstyle 12864,0
1030,36947 beforeElection 29352,0
1031,19924 usAnnouncers 37047,1
1032,6754 post 947,1
1033,9854 stategov 15450,0
1034,28485 influenced 25437,0
1035,9148 breeder 14767,1
1036,6398 runnerup 40663,1
1037,15138 list2. 35925,1
1038,31274 northeast 29477,0
1039,11009 east 11008,1
1040,36145 post1followed 23566,0
1041,30399 governor 5152,0
1042,30242 asstCoach 30243,1
1043,11673 postseason 6399,1
1044,35513 promoted 35514,1
1045,21372 leader1Name 32279,0
1046,19244 event 7989,1
1047,5513 blank7InfoSec 34055,0
1048,15643 succession 15642,1
1049,39385 countryAdminDivisions 39386,1
1050,31022 gamename 31024,1
1051,579 boards 29794,0
1052,9296 leagueTopscorer 9297,1
1053,7572 course 7573,1
1054,4892 runnerUp 38541,0
1055,14377 founder 14394,1
1056,26719 constituencyMp 16487,1
1057,12146 notableWorks 12149,1
1058,40036 t 18869,0
1059,8486 coach 31829,0
1060,38683 southwest 27058,1
1061,11762 moreUsers 11766,1
1062,15513 namedFor 15514,1
1063,23776 ideology 38432,0
1064,8851 radio 8852,1
1065,42274 competition 34664,0
1066,20708 source 38609,1
1067,5029 coorPinpoint 21901,1
1068,29551 leagueTopscorer 29553,1
1069,36655 formerTeams 36656,1
1070,29055 southeast 18679,0
1071,39329 zoosectio 1323,1
1072,25570 relegated 1472,0
1073,25864 premier 25866,1
1074,11131 parents 36750,0
1075,43693 notableWorks 12148,0
1076,18571 client 18572,1
1077,5404 commandStructure 10182,0
1078,33028 winners 32989,1
1079,19475 altOfficeholder 19485,1
1080,5658 ideology 5660,1
1081,6005 northwest 35543,0
1082,353 governmentType 28909,0
1083,39093 nearN 42381,1
1084,35185 area 35190,1
1085,19277 southwest 19281,1
1086,15692 countryAdminDivisions 34371,0
1087,18210 coa 18215,1
1088,29505 issue 15893,0
1089,8112 away 773,0
1090,5549 translitLang1Type 26172,0
1091,4330 south 36478,0
1092,42591 champion 23297,0
1093,4104 arena 4106,1
1094,7302 upstream 33701,0
1095,2450 bronze 2451,1
1096,6459 north 1876,1
1097,1667 discoverySite 1669,1
1098,4155 relatives 14084,0
1099,41991 epochs 41992,1
1100,13391 lga 42518,0
1101,37478 father 37482,1
1102,13303 nearW 13308,1
1103,33135 constituency 30717,1
1104,33446 namesake 41508,1
1105,33450 stategov 9328,0
1106,3071 blank1InfoSec 25622,1
1107,42056 knownFor 39242,0
1108,27193 primeminister 27194,1
1109,36801 offCoach 41158,1
1110,12661 locationCity 12662,1
1111,1897 parlName 18860,0
1112,3207 discharge1Location 32706,1
1113,17768 camera 27874,0
1114,36125 reboundsLeader 33424,0
1115,29227 cteam 30307,1
1116,2058 listing 2735,1
1117,4475 officeholder 4495,1
1118,43347 playerTeam 36592,0
1119,15853 source 38476,0
1120,42523 house 42526,1
1121,3841 divisions 14694,0
1122,5815 size 2856,1
1123,22174 playerTeam 22178,1
1124,31939 generalManagers 31940,1
1125,9751 university 38359,0
1126,3771 sponsor 3773,1
1127,28648 result 20505,1
1128,40264 winners 33050,0
1129,28145 northeast 34892,0
1130,6613 meetingPlace 31133,0
1131,18448 coach 28271,1
1132,24740 architect 28611,1
1133,4863 doctoralAdvisor 4865,1
1134,8527 sire 37147,0
1135,38833 mostNominations 38834,1
1136,43699 mediaAffiliates 34163,0
1137,10050 asstCoach 6048,1
1138,9718 archdeaconry 27786,0
1139,10177 mop 32965,1
1140,24052 event 34648,0
1141,34908 minorleague 22492,0
1142,2779 alongside 5155,1
1143,15376 hqLocationCity 721,0
1144,7073 child 8792,0
1145,7711 southeast 7709,1
1146,32504 preceding 18589,0
1147,17873 prevSeries 28301,1
1148,21465 buried 11205,0
1149,41243 shipClass 41245,1
1150,6482 northwest 20333,0
1151,5956 teama 21358,0
1152,29374 postseason 3414,1
1153,3117 semiFinalist 25548,0
1154,5031 leaderName 37096,0
1155,18245 poll 18242,1
1156,10373 north 36183,0
1157,30599 managers 27884,1
1158,9941 e 41730,0
1159,40479 head 19898,0
1160,23539 presentingOrg 18720,0
1161,14213 commander 14841,0
1162,28377 unrankedClassis 444,1
1163,9950 n 10068,1
1164,43424 organization 4113,0
1165,15885 rcb 35890,0
1166,25798 primaryUser 7205,1
1167,9821 ballpark 27233,0
1168,18100 rd4Team 18118,1
1169,22794 east 35114,1
1170,19722 homeCoach 1650,1
1171,40976 asstCoach 17654,0
1172,21546 rd4Team 13077,1
1173,20217 raceType 5179,1
1174,25349 continentalcup 27710,0
1175,28005 homeConference 358,1
1176,39527 executiveProducer 39530,1
1177,13840 traditionMovement 36262,0
1178,15704 channel 18805,0
1179,28105 altcaptain 18189,0
1180,40928 school 40929,1
1181,11049 pimleader 11054,1
1182,16514 domesticcup 3490,1
1183,7176 southeast 14591,0
1184,33823 rd5Team 43058,0
1185,16602 seealso 28199,0
1186,21778 division 24439,0
1187,20380 finalfourcity 30249,1
1188,27219 gridName 27223,1
1189,36178 mouthLocation 13024,1
1190,2361 establishedTitle 15871,0
1191,36268 unit 36269,1
1192,10628 founder 26062,0
1193,4259 locationCity 38932,0
1194,11518 nearN 37601,0
1195,27358 nearW 2224,0
1196,5654 characters 12207,0
1197,15450 minister 18244,0
1198,42316 category 17267,0
1199,36475 domestCup 35432,0
1200,26050 minister1Name 16500,0
1201,5413 recruit 1795,0
1202,27890 officeholder 19479,0
1203,35806 poleDriver 34388,0
1204,4234 east 32432,1
1205,4692 continentalcup2Qualifiers 19099,0
1206,2333 week 36796,0
1207,4872 e 4820,1
1208,18303 continentalcup1Qualifiers 18304,1
1209,33228 nearS 41979,1
1210,37441 honorificSuffix 36189,0
1211,41115 try 41145,1
1212,8270 lower 37003,0
1213,17095 afterElection 15603,1
1214,14185 doctoralAdvisor 24517,0
1215,24566 qualifierFor 22113,0
1216,3051 county 5621,0
1217,9897 leagueTopscorer 32595,0
1218,14870 researchField 14874,1
1219,32114 promoted 32115,1
1220,11227 vicepresident 11210,1
1221,19774 rm 30665,1
1222,33887 mla 33886,1
1223,33093 epochs 33095,1
1224,43665 honorificSuffix 8804,0
1225,25854 confChamp 25318,1
1226,32897 establishedTitle 3283,0
1227,17600 university 17603,1
1228,41037 seat 7745,0
1229,9059 homeCoach 41624,0
1230,29241 chronology 13894,1
1231,11641 generalmanager 11644,1
1232,41742 poll 31961,0
1233,13404 nearS 23458,0
1234,18073 leaderName 25548,1
1235,31210 nearN 20522,0
1236,12380 sisterNames 12423,1
1237,41115 try 41123,1
1238,5091 award2Winner 6805,0
1239,37847 related 37849,1
1240,40584 occupants 40589,1
1241,5075 mps 23114,0
1242,3149 mvp 9348,1
1243,15902 player 16766,0
1244,43232 honorificPrefix 7221,1
1245,15428 profession 39622,0
1246,9760 relatives 41618,0
1247,5663 caption 43925,1
1248,11487 freeLabel 39699,0
1249,30355 beforeElection 12604,0
1250,1446 lieutenant 1448,1
1251,3010 mop 23903,1
1252,7934 issuingAuthority 1730,0
1253,33452 nearE 35972,1
1254,4407 constituencyWestminster 8903,0
1255,41231 series 32325,0
1256,38793 championdance 38798,1
1257,19102 image 19104,1
1258,10070 constituency 12793,0
1259,42007 locationCity 42008,1
1260,3882 placeOfBurial 11369,0
1261,9247 channel 10434,0
1262,5122 managers 37059,0
1263,9857 nickname 12562,1
1264,5440 populationRank 5456,1
1265,23865 mmf 10665,1
1266,23631 thirdDriver 35450,0
1267,11915 infraordo 29257,0
1268,7698 northwest 7697,1
1269,33823 hometown 3144,0
1270,21901 influencedBy 3663,0
1271,39350 southeast 3887,1
1272,37874 archdeacons 3528,0
1273,27466 week 35785,0
1274,6546 conference 37571,0
1275,28819 fusiongenres 28778,1
1276,28625 team(s)_ 884,1
1277,21035 father 24867,0
1278,41973 nominee 11227,1
1279,25154 prev 25155,1
1280,35895 beforeElection 35896,1
1281,8933 locationTown 8936,1
1282,41407 member 32487,0
1283,8847 eng1Name 25614,0
1284,14568 cl 14569,1
1285,27657 mop 32227,1
1286,34673 prizes 39243,0
1287,24284 artists 23793,0
1288,13068 engine 13069,1
1289,27316 jurisdiction 20990,0
1290,12744 otherparty 12746,1
1291,18375 satServ 5355,1
1292,22407 nearNw 40518,0
1293,21994 line 32062,0
1294,39025 teams 39027,1
1295,3036 divisio 4563,0
1296,40933 classification 17256,0
1297,34633 asstCoach 16536,0
1298,20661 demographics1Title 11652,0
1299,23817 area 21721,0
1300,4692 relegated 18727,0
1301,35022 runnerUp 1911,1
1302,33334 fmff 35480,0
1303,17295 aircraftFighter 10785,1
1304,764 bowlname 3889,0
1305,3032 constituencyScottishParliament 3033,1
1306,14501 championshipLocation 494,1
1307,30170 hometown 7499,0
1308,12269 east 29175,0
1309,18245 bench1Pg 34616,0
1310,12302 unrankedRegnum 8062,1
1311,15262 leaderName 15265,1
1312,42469 cis 42471,1
1313,43749 prevteam 43750,1
1314,40524 nearE 40522,1
1315,8247 with 24431,1
1316,43715 poll1title 1436,1
1317,17214 leaderName 25547,0
1318,10188 chancellor 10189,1
1319,40583 manOfTheMatch1a 37211,0
1320,30712 branches 3348,0
1321,25422 south 32366,1
1322,4708 northeast 4713,1
1323,30638 hometown 30081,0
1324,7121 domestCup 7128,1
1325,5895 constituencyMp 20733,1
1326,4642 bowlname 30656,0
1327,18474 finalfourarena 21317,0
1328,39511 stat1label 535,1
1329,2039 member 32487,1
1330,11656 northeast 29677,1
1331,33292 scripture 23213,1
1332,11433 postseason 26035,1
1333,40416 champions 32425,1
1334,43679 affected 1996,0
1335,31556 southeast 10578,0
1336,3386 champions 17837,0
1337,4598 visitorCoach 40087,0
1338,22767 finalfourarena 6544,1
1339,28529 secondPlace 28531,1
1340,30943 nearestCity 30944,1
1341,30017 line 30018,1
1342,14024 playerTeam 5158,0
1343,18242 week 18257,1
1344,31550 children 1625,0
1345,42192 states 30583,0
1346,41893 defCoach 39619,1
1347,41458 satServ 40117,0
1348,31467 allegiance 12311,1
1349,43910 chairman 14073,0
1350,11967 related 26698,1
1351,3414 coach 4841,1
1352,21432 draftTeam 27306,0
1353,23422 week 23432,1
1354,3944 blank4NameSec 36150,0
1355,9429 rivalries 6574,0
1356,4356 dia 4357,1
1357,5842 champions 3427,0
1358,24888 allegiance 5321,1
1359,37987 seat 40321,1
1360,12388 rd2Team 39635,0
1361,25073 data 16003,0
1362,4162 preceding 4163,1
1363,26797 constituencyMp 26800,1
1364,19748 related 29342,1
1365,16970 t 39261,0
1366,23724 runnerUp 31057,0
1367,2327 nearS 1892,0
1368,33787 fault 33793,1
1369,42949 honorificSuffix 4582,0
1370,5158 topScorer 5162,1
1371,7797 nearSw 3856,1
1372,22864 portrayer 29500,0
1373,1666 1data 25791,0
1374,19552 promoted 37082,0
1375,24567 northeast 28147,0
1376,9105 north 24964,0
1377,3647 southwest 7400,0
1378,24949 capital 24951,1
1379,4192 sponsor 1627,1
1380,2817 founder 37714,1
1381,29791 south 27906,0
1382,8827 track 27047,0
1383,6307 stategov 19074,0
1384,12376 sisterNames 33867,0
1385,39193 canton 20442,0
1386,21968 father 41716,1
1387,15107 developedFrom 15100,1
1388,28006 winners 27904,1
1389,8173 blankInfo 8174,1
1390,20920 followedBy 20922,1
1391,23286 presenter 23287,1
1392,329 membership 338,1
1393,39264 satServ 39268,1
1394,911 restingplace 11216,0
1395,23753 civilParish 41768,1
1396,8923 areaBlank1Title 37584,0
1397,16650 mmmf 16686,1
1398,22720 tradedAs 43093,0
1399,23583 localAuthority 20347,0
1400,40111 diocese 40106,1
1401,20391 orgType 43655,0
1402,4343 alliedClans 7454,0
1403,39158 asstCoach 26754,0
1404,18367 constructors 10512,1
1405,41499 neighboringMunicipalities 35442,0
1406,12885 meetingPlace 12893,1
1407,41457 pastschools 15840,1
1408,33014 deanery 3073,0
1409,917 leadersSeat 922,1
1410,26802 sponsor 2899,0
1411,20979 bishop 20980,1
1412,31730 discoverer 14425,1
1413,7713 architect 12792,0
1414,6192 bronze 6829,0
1415,35529 seat 38275,0
1416,18683 relations 18681,1
1417,901 draftTeam 902,1
1418,18739 foundedBy 29986,0
1419,4163 fmmm 28950,0
1420,5494 postseason 3908,0
1421,29670 prev 39235,0
1422,26584 homeStation 19968,0
1423,38394 level 10129,0
1424,36575 nearNe 24945,0
1425,5187 week 5419,1
1426,30107 neighboringMunicipalities 28796,0
1427,5103 statlabel 3193,1
1428,29675 north 21826,1
1429,23934 usAnnouncers 11161,0
1430,9722 shireCounty 2061,1
1431,7673 afterElection 7674,1
1432,26011 teama 7677,1
1433,25007 parents 20296,0
1434,25472 homeCoach 1386,0
1435,26950 tvannouncers 13191,1
1436,20228 governmentType 20830,0
1437,40963 ideology 3271,0
1438,6698 establishedTitle 4755,0
1439,12003 district 12183,0
1440,14961 family 29558,1
1441,19115 alliances 12930,0
1442,43928 related 19709,0
1443,5031 cctld 40041,0
1444,19366 south 7687,1
1445,43829 neighboringMunicipalities 35435,0
1446,4893 text 4895,1
1447,39303 issue 39305,1
1448,31563 level 29187,1
1449,38494 client 22065,0
1450,18308 visitorCoach 23936,0
1451,1905 playerTeam 17890,1
1452,27181 areaRank 18517,1
1453,9834 gridName 2201,0
1454,31725 province 31727,1
1455,5146 parents 25503,0
1456,37106 goalsleader 37108,1
1457,696 coach 35394,0
1458,14288 church 19681,0
1459,30036 southwest 30038,1
1460,40610 lp 1822,0
1461,2527 commander 20594,0
1462,3398 mop 33064,1
1463,17035 related 17037,1
1464,12514 nearS 12702,1
1465,5762 runner 5770,1
1466,33815 asstCoach 25872,1
1467,13283 nearE 2096,1
1468,41228 finalRuler 25206,0
1469,18386 postseason 21900,0
1470,2530 gamename 15979,0
1471,9086 topoMaker 1756,0
1472,5511 intercommunality 15287,0
1473,16899 deputy 24206,0
1474,20119 srn 23916,0
1475,34837 host 27725,0
1476,13149 south 43549,0
1477,16436 areaCodeType 16438,1
1478,21947 house 21948,1
1479,57 line 6876,0
1480,1009 introducer 42191,0
1481,8763 order 29147,0
1482,14163 neighboringMunicipalities 14164,1
1483,22647 tribus 5276,1
1484,3889 southeast 20905,0
1485,6224 influences 6237,1
1486,23547 primeminister 29757,0
1487,10350 nearN 10359,1
1488,18854 southeast 3951,0
1489,1354 gm 40960,0
1490,43820 continentalcup1Qualifiers 2674,1
1491,743 firstFc 23774,0
1492,23422 week 23439,1
1493,18399 district 23475,0
1494,19330 postseason 9860,1
1495,31179 riverSystem 11545,0
1496,4683 relatives 13431,0
1497,15330 firstDriver 10515,0
1498,13561 arena 4445,0
1499,28595 primeminister 28597,1
1500,35390 shipOwner 35391,1
1501,15232 architectureStyle 35801,0
1502,5055 north 41283,0
1503,22909 placeofburial 10241,0
1504,14818 age 17573,0
1505,7403 sponsor 7512,0
1506,4162 minister4Name 37466,0
1507,19752 previous 42265,0
1508,12054 commandStructure 10774,1
1509,42401 see 28189,0
1510,10277 namesake 10278,1
1511,26707 aka 26847,1
1512,34437 coach 23065,1
1513,5949 seat 33687,0
1514,31468 beforeElection 15834,0
1515,16109 unrankedOrdo 4952,0
1516,43371 domestic 39169,1
1517,27566 mff 9680,1
1518,1243 hometown 2869,1
1519,11229 semifinal 20489,0
1520,22250 ideology 22252,1
1521,8997 halftime 8999,1
1522,40362 post2preceded 42197,0
1523,26602 divisionSpecial 24049,0
1524,16100 coach 3004,0
1525,24061 receiver 10449,0
1526,2362 positionOrQuorum 2364,1
1527,8146 third 34159,0
1528,7689 southwest 15263,0
1529,9273 nw 33228,0
1530,16602 seealso 17207,1
1531,10035 regionalName 10038,1
1532,9700 playerTeam 9864,1
1533,28395 leagueTopscorer 28397,1
1534,40163 honorificSuffix 7737,0
1535,11758 playingTeam 12496,1
1536,23683 cpu 39089,0
1537,11914 blank3NameSec 33089,0
1538,7695 southwest 38552,0
1539,4608 localAuthority 7801,0
1540,13700 gamename 10598,0
1541,12435 runnerup 1891,1
1542,15912 sons 6111,0
1543,30090 issue 34633,0
1544,6118 curlingClub 6121,1
1545,7684 nearSw 33900,0
1546,40599 platform 40600,1
1547,33550 r1Surface 31903,0
1548,42108 goalie 17059,0
1549,29318 narrated 29319,1
1550,18950 cooffCoach 27321,0
1551,37737 fightingOutOf 4547,1
1552,4659 firstminister 13557,1
1553,13194 county 4436,0
1554,9007 data 28394,0
1555,17234 children 17235,1
1556,41115 try 19696,0
1557,30585 fedgov 2270,1
1558,18257 poll 18242,1
1559,18356 superseding 16357,1
1560,7793 leaderName 16055,1
1561,25582 sw 41328,0
1562,29534 primeminister 34911,0
1563,14186 house 14187,1
1564,11963 layout 8970,0
1565,7932 establishedEvent 6279,0
1566,14628 playerTeam 25371,0
1567,43619 cteam 43621,1
1568,23834 founders 23839,1
1569,30379 statlabel 40984,0
1570,34281 tribus 31582,1
1571,16034 commander 16035,1
1572,5370 shireDistrict 41302,0
1573,42502 locationCountry 4539,1
1574,38679 fields 23249,0
1575,11724 related 11958,1
1576,40795 higher 40797,1
1577,6097 confedCup 24208,0
1578,9764 neighboringMunicipalities 13347,0
1579,4059 horses 12846,0
1580,6051 relatedOccupation 40789,0
1581,21591 namesake 27809,0
1582,41074 cricketFormat 8816,0
1583,38817 post2preceded 35718,0
1584,32565 governmentType 35947,1
1585,20527 week 23427,0
1586,34142 goalie 22086,0
1587,5059 east 25970,0
1588,18342 career 39446,0
1589,34567 nation 34568,1
1590,8896 father 8897,1
1591,30732 first 9615,1
1592,34645 north 24889,0
1593,19432 east 19438,1
1594,27015 doctoralAdvisor 27018,1
1595,41537 afterElection 1014,0
1596,30654 affiliations 29799,1
1597,5243 southeast 5245,1
1598,17943 continentalcup2Qualifiers 17945,1
1599,11008 south 13017,0
1600,42075 champions 13504,0
1601,7230 staff 19728,0
1602,3493 wars 30935,0
1603,40840 tvannouncers 40844,1
1604,13123 bronze 23085,0
1605,8899 source 8904,1
1606,25048 hometown 25061,1
1607,26826 playerTeam 2134,1
1608,38678 familySeat 33651,0
1609,30602 radio 30604,1
1610,41039 proteam 41729,0
1611,18206 discoverySite 18209,1
1612,42025 defendingChampions 16571,0
1613,36780 parents 14616,0
1614,25004 formerTeams 17675,0
1615,8021 governor 15466,1
1616,2892 north 38897,0
1617,7382 locationCity 36466,1
1618,1163 aircraftFighter 23565,1
1619,29477 soccerstadium 34655,0
1620,38955 northeast 13352,0
1621,11796 prizes 39244,0
1622,33228 nearW 43870,0
1623,2101 nearN 37424,1
1624,7655 bird 31955,0
1625,10214 bSide 43187,1
1626,6187 divisio 5404,1
1627,22635 honorificSuffix 15429,1
1628,17964 promoted 17809,1
1629,32160 consecratedBy 22673,0
1630,9769 constituencyWestminster 12766,0
1631,28847 os 4663,1
1632,12126 leaderName 12128,1
1633,41607 assembly 11737,0
1634,42387 try 32330,0
1635,3934 screenplay 35119,0
